kingdom_number,kvk_number,opponent_kingdom,prep_result,battle_result,overall_result,kvk_date,order_index
166,5,173.0,L,W,Battle,"Sep 13, 2025",3
166,6,121.0,W,W,Win,"Oct 11, 2025",4
166,7,153.0,W,L,Preparation,"Nov 8, 2025",5
166,8,148.0,W,L,Preparation,"Dec 6, 2025",6
166,9,136.0,W,W,Win,"Jan 3, 2026",7
167,3,157.0,W,L,Preparation,"Jul 19, 2025",1
167,4,146.0,W,W,Win,"Aug 16, 2025",2
167,5,136.0,L,L,Loss,"Sep 13, 2025",3
167,6,154.0,L,L,Loss,"Oct 11, 2025",4
167,7,134.0,L,W,Battle,"Nov 8, 2025",5
167,8,127.0,W,L,Preparation,"Dec 6, 2025",6
167,9,151.0,W,L,Preparation,"Jan 3, 2026",7
168,3,132.0,W,L,Preparation,"Jul 19, 2025",1
168,4,134.0,W,W,Win,"Aug 16, 2025",2
168,5,130.0,W,L,Preparation,"Sep 13, 2025",3
168,6,173.0,W,W,Win,"Oct 11, 2025",4
168,7,161.0,L,L,Loss,"Nov 8, 2025",5
168,8,155.0,L,L,Loss,"Dec 6, 2025",6
168,9,157.0,W,W,Win,"Jan 3, 2026",7
169,3,199.0,W,W,Win,"Jul 19, 2025",1
169,4,106.0,W,W,Win,"Aug 16, 2025",2
169,5,135.0,L,L,Loss,"Sep 13, 2025",3
169,6,170.0,W,W,Win,"Oct 11, 2025",4
169,7,144.0,W,W,Win,"Nov 8, 2025",5
169,8,164.0,W,W,Win,"Dec 6, 2025",6
169,9,171.0,L,L,Loss,"Jan 3, 2026",7
170,3,153.0,L,L,Loss,"Jul 19, 2025",1
170,4,108.0,W,W,Win,"Aug 16, 2025",2
170,5,193.0,W,W,Win,"Sep 13, 2025",3
170,6,169.0,L,L,Loss,"Oct 11, 2025",4
170,7,143.0,L,L,Loss,"Nov 8, 2025",5
170,8,118.0,L,W,Battle,"Dec 6, 2025",6
170,9,156.0,L,L,Loss,"Jan 3, 2026",7
171,3,134.0,W,W,Win,"Jul 19, 2025",1
171,4,165.0,L,L,Loss,"Aug 16, 2025",2
171,5,201.0,L,L,Loss,"Sep 13, 2025",3
171,6,126.0,W,W,Win,"Oct 11, 2025",4
171,7,172.0,W,L,Preparation,"Nov 8, 2025",5
171,8,132.0,W,W,Win,"Dec 6, 2025",6
171,9,169.0,W,W,Win,"Jan 3, 2026",7
172,3,187.0,W,W,Win,"Jul 19, 2025",1
172,4,40.0,W,W,Win,"Aug 16, 2025",2
172,5,197.0,W,W,Win,"Sep 13, 2025",3
172,6,162.0,W,L,Preparation,"Oct 11, 2025",4
172,7,171.0,L,W,Battle,"Nov 8, 2025",5
172,8,158.0,W,W,Win,"Dec 6, 2025",6
172,9,112.0,W,W,Win,"Jan 3, 2026",7
173,3,191.0,L,W,Battle,"Jul 19, 2025",1
173,4,82.0,W,W,Win,"Aug 16, 2025",2
173,5,166.0,W,L,Preparation,"Sep 13, 2025",3
173,6,168.0,L,L,Loss,"Oct 11, 2025",4
173,7,120.0,W,L,Preparation,"Nov 8, 2025",5
173,8,124.0,L,W,Battle,"Dec 6, 2025",6
173,9,146.0,L,L,Loss,"Jan 3, 2026",7
174,3,186.0,W,L,Preparation,"Jul 19, 2025",1
174,4,150.0,L,L,Loss,"Aug 16, 2025",2
174,5,159.0,W,W,Win,"Sep 13, 2025",3
174,6,122.0,W,W,Win,"Oct 11, 2025",4
174,7,148.0,W,L,Preparation,"Nov 8, 2025",5
174,8,144.0,L,W,Battle,"Dec 6, 2025",6
174,9,123.0,L,L,Loss,"Jan 3, 2026",7
175,3,156.0,L,L,Loss,"Jul 19, 2025",1
175,4,154.0,L,W,Battle,"Aug 16, 2025",2
175,5,200.0,L,W,Battle,"Sep 13, 2025",3
175,6,147.0,W,W,Win,"Oct 11, 2025",4
175,7,132.0,L,W,Battle,"Nov 8, 2025",5
175,8,145.0,W,W,Win,"Dec 6, 2025",6
175,9,153.0,W,L,Preparation,"Jan 3, 2026",7
176,3,159.0,L,W,Battle,"Jul 19, 2025",1
176,4,203.0,L,L,Loss,"Aug 16, 2025",2
176,5,143.0,L,L,Loss,"Sep 13, 2025",3
176,6,187.0,L,W,Battle,"Oct 11, 2025",4
176,7,178.0,W,W,Win,"Nov 8, 2025",5
176,8,278.0,L,L,Loss,"Dec 6, 2025",6
176,9,228.0,L,W,Battle,"Jan 3, 2026",7
177,3,165.0,L,L,Loss,"Jul 19, 2025",1
177,4,179.0,L,L,Loss,"Aug 16, 2025",2
177,5,203.0,L,W,Battle,"Sep 13, 2025",3
177,6,235.0,L,L,Loss,"Oct 11, 2025",4
177,7,196.0,L,W,Battle,"Nov 8, 2025",5
177,8,180.0,L,W,Battle,"Dec 6, 2025",6
177,9,214.0,L,L,Loss,"Jan 3, 2026",7
178,3,131.0,W,W,Win,"Jul 19, 2025",1
178,4,201.0,L,L,Loss,"Aug 16, 2025",2
178,5,183.0,W,W,Win,"Sep 13, 2025",3
178,6,179.0,L,L,Loss,"Oct 11, 2025",4
178,7,176.0,L,L,Loss,"Nov 8, 2025",5
178,8,184.0,L,L,Loss,"Dec 6, 2025",6
178,9,205.0,L,L,Loss,"Jan 3, 2026",7
179,3,148.0,L,L,Loss,"Jul 19, 2025",1
179,4,177.0,W,W,Win,"Aug 16, 2025",2
179,5,162.0,W,L,Preparation,"Sep 13, 2025",3
179,6,178.0,W,W,Win,"Oct 11, 2025",4
179,7,202.0,L,L,Loss,"Nov 8, 2025",5
179,8,225.0,L,L,Loss,"Dec 6, 2025",6
179,9,197.0,W,W,Win,"Jan 3, 2026",7
180,3,181.0,W,W,Win,"Jul 19, 2025",1
180,4,184.0,W,L,Preparation,"Aug 16, 2025",2
180,5,182.0,W,W,Win,"Sep 13, 2025",3
180,6,200.0,L,L,Loss,"Oct 11, 2025",4
180,7,198.0,W,W,Win,"Nov 8, 2025",5
180,8,177.0,W,L,Preparation,"Dec 6, 2025",6
180,9,235.0,L,L,Loss,"Jan 3, 2026",7
181,3,180.0,L,L,Loss,"Jul 19, 2025",1
181,4,194.0,W,L,Preparation,"Aug 16, 2025",2
181,5,204.0,W,W,Win,"Sep 13, 2025",3
181,6,184.0,W,L,Preparation,"Oct 11, 2025",4
181,7,187.0,L,L,Loss,"Nov 8, 2025",5
181,8,204.0,W,L,Preparation,"Dec 6, 2025",6
181,9,182.0,W,W,Win,"Jan 3, 2026",7
182,3,200.0,L,L,Loss,"Jul 19, 2025",1
182,4,192.0,W,W,Win,"Aug 16, 2025",2
182,5,180.0,L,L,Loss,"Sep 13, 2025",3
182,6,231.0,L,L,Loss,"Oct 11, 2025",4
182,7,186.0,W,W,Win,"Nov 8, 2025",5
182,8,193.0,L,L,Loss,"Dec 6, 2025",6
182,9,181.0,L,L,Loss,"Jan 3, 2026",7
183,3,198.0,W,W,Win,"Jul 19, 2025",1
183,4,193.0,W,L,Preparation,"Aug 16, 2025",2
183,5,178.0,L,L,Loss,"Sep 13, 2025",3
183,6,233.0,W,L,Preparation,"Oct 11, 2025",4
183,7,195.0,W,L,Preparation,"Nov 8, 2025",5
183,8,256.0,W,W,Win,"Dec 6, 2025",6
183,9,217.0,L,L,Loss,"Jan 3, 2026",7
184,3,194.0,W,L,Preparation,"Jul 19, 2025",1
184,4,180.0,L,W,Battle,"Aug 16, 2025",2
184,5,196.0,L,L,Loss,"Sep 13, 2025",3
184,6,181.0,L,W,Battle,"Oct 11, 2025",4
184,7,185.0,W,W,Win,"Nov 8, 2025",5
184,8,178.0,W,W,Win,"Dec 6, 2025",6
184,9,223.0,L,L,Loss,"Jan 3, 2026",7
185,3,192.0,L,W,Battle,"Jul 19, 2025",1
185,4,206.0,L,W,Battle,"Aug 16, 2025",2
185,5,194.0,L,W,Battle,"Sep 13, 2025",3
185,6,186.0,L,W,Battle,"Oct 11, 2025",4
185,7,184.0,L,L,Loss,"Nov 8, 2025",5
185,8,190.0,W,W,Win,"Dec 6, 2025",6
185,9,209.0,W,W,Win,"Jan 3, 2026",7
186,3,174.0,L,W,Battle,"Jul 19, 2025",1
186,4,205.0,W,L,Preparation,"Aug 16, 2025",2
186,5,198.0,W,W,Win,"Sep 13, 2025",3
186,6,185.0,W,L,Preparation,"Oct 11, 2025",4
186,7,182.0,L,L,Loss,"Nov 8, 2025",5
186,8,251.0,W,L,Preparation,"Dec 6, 2025",6
186,9,216.0,W,W,Win,"Jan 3, 2026",7
187,3,172.0,L,L,Loss,"Jul 19, 2025",1
187,4,234.0,L,L,Loss,"Aug 16, 2025",2
187,5,161.0,W,L,Preparation,"Sep 13, 2025",3
187,6,176.0,W,L,Preparation,"Oct 11, 2025",4
187,7,181.0,W,W,Win,"Nov 8, 2025",5
187,8,217.0,W,W,Win,"Dec 6, 2025",6
187,9,198.0,W,W,Win,"Jan 3, 2026",7
188,3,202.0,L,L,Loss,"Jul 19, 2025",1
188,4,218.0,L,W,Battle,"Aug 16, 2025",2
188,5,191.0,L,W,Battle,"Sep 13, 2025",3
188,6,213.0,W,W,Win,"Oct 11, 2025",4
188,7,189.0,W,L,Preparation,"Nov 8, 2025",5
188,8,214.0,W,W,Win,"Dec 6, 2025",6
188,9,200.0,L,L,Loss,"Jan 3, 2026",7
189,3,190.0,L,W,Battle,"Jul 19, 2025",1
189,4,221.0,L,L,Loss,"Aug 16, 2025",2
189,5,202.0,L,L,Loss,"Sep 13, 2025",3
189,6,191.0,L,L,Loss,"Oct 11, 2025",4
189,7,188.0,L,W,Battle,"Nov 8, 2025",5
189,8,233.0,W,W,Win,"Dec 6, 2025",6
189,9,213.0,L,L,Loss,"Jan 3, 2026",7
190,3,189.0,W,L,Preparation,"Jul 19, 2025",1
190,4,211.0,L,W,Battle,"Aug 16, 2025",2
190,5,151.0,W,W,Win,"Sep 13, 2025",3
190,6,232.0,L,L,Loss,"Oct 11, 2025",4
190,7,203.0,L,W,Battle,"Nov 8, 2025",5
190,8,185.0,L,L,Loss,"Dec 6, 2025",6
190,9,194.0,L,L,Loss,"Jan 3, 2026",7
191,3,173.0,W,L,Preparation,"Jul 19, 2025",1
191,4,213.0,L,W,Battle,"Aug 16, 2025",2
191,5,188.0,W,L,Preparation,"Sep 13, 2025",3
191,6,189.0,W,W,Win,"Oct 11, 2025",4
191,7,205.0,L,W,Battle,"Nov 8, 2025",5
191,8,274.0,L,L,Loss,"Dec 6, 2025",6
191,9,196.0,L,L,Loss,"Jan 3, 2026",7
192,3,185.0,W,L,Preparation,"Jul 19, 2025",1
192,4,182.0,L,L,Loss,"Aug 16, 2025",2
192,5,160.0,L,L,Loss,"Sep 13, 2025",3
192,6,214.0,L,L,Loss,"Oct 11, 2025",4
192,7,215.0,L,W,Battle,"Nov 8, 2025",5
192,8,198.0,L,L,Loss,"Dec 6, 2025",6
192,9,208.0,L,L,Loss,"Jan 3, 2026",7
193,3,201.0,W,L,Preparation,"Jul 19, 2025",1
193,4,183.0,L,W,Battle,"Aug 16, 2025",2
193,5,170.0,L,L,Loss,"Sep 13, 2025",3
193,6,208.0,L,L,Loss,"Oct 11, 2025",4
193,7,214.0,W,L,Preparation,"Nov 8, 2025",5
193,8,182.0,W,W,Win,"Dec 6, 2025",6
193,9,224.0,W,L,Preparation,"Jan 3, 2026",7
194,3,184.0,L,W,Battle,"Jul 19, 2025",1
194,4,181.0,L,W,Battle,"Aug 16, 2025",2
194,5,185.0,W,L,Preparation,"Sep 13, 2025",3
194,6,216.0,W,W,Win,"Oct 11, 2025",4
194,7,228.0,L,L,Loss,"Nov 8, 2025",5
194,8,207.0,W,W,Win,"Dec 6, 2025",6
194,9,190.0,W,W,Win,"Jan 3, 2026",7
195,3,203.0,L,L,Loss,"Jul 19, 2025",1
195,4,233.0,L,W,Battle,"Aug 16, 2025",2
195,5,205.0,W,L,Preparation,"Sep 13, 2025",3
195,6,218.0,L,W,Battle,"Oct 11, 2025",4
195,7,183.0,L,W,Battle,"Nov 8, 2025",5
195,8,239.0,L,L,Loss,"Dec 6, 2025",6
195,9,203.0,L,L,Loss,"Jan 3, 2026",7
196,3,162.0,W,L,Preparation,"Jul 19, 2025",1
196,4,208.0,W,W,Win,"Aug 16, 2025",2
196,5,184.0,W,W,Win,"Sep 13, 2025",3
196,6,220.0,L,L,Loss,"Oct 11, 2025",4
196,7,177.0,W,L,Preparation,"Nov 8, 2025",5
196,8,236.0,W,L,Preparation,"Dec 6, 2025",6
196,9,191.0,W,W,Win,"Jan 3, 2026",7
197,3,141.0,L,W,Battle,"Jul 19, 2025",1
197,4,214.0,L,W,Battle,"Aug 16, 2025",2
197,5,172.0,L,L,Loss,"Sep 13, 2025",3
197,6,225.0,L,W,Battle,"Oct 11, 2025",4
197,7,201.0,L,W,Battle,"Nov 8, 2025",5
197,8,231.0,L,L,Loss,"Dec 6, 2025",6
197,9,179.0,L,L,Loss,"Jan 3, 2026",7
198,3,183.0,L,L,Loss,"Jul 19, 2025",1
198,4,200.0,L,L,Loss,"Aug 16, 2025",2
198,5,186.0,L,L,Loss,"Sep 13, 2025",3
198,6,211.0,L,W,Battle,"Oct 11, 2025",4
198,7,180.0,L,L,Loss,"Nov 8, 2025",5
198,8,192.0,W,W,Win,"Dec 6, 2025",6
198,9,187.0,L,L,Loss,"Jan 3, 2026",7
199,3,169.0,L,L,Loss,"Jul 19, 2025",1
199,4,240.0,W,W,Win,"Aug 16, 2025",2
199,5,165.0,W,L,Preparation,"Sep 13, 2025",3
199,6,201.0,W,W,Win,"Oct 11, 2025",4
199,7,212.0,W,W,Win,"Nov 8, 2025",5
199,8,219.0,W,L,Preparation,"Dec 6, 2025",6
199,9,211.0,W,W,Win,"Jan 3, 2026",7
200,3,182.0,W,W,Win,"Jul 19, 2025",1
200,4,198.0,W,W,Win,"Aug 16, 2025",2
200,5,175.0,W,L,Preparation,"Sep 13, 2025",3
200,6,180.0,W,W,Win,"Oct 11, 2025",4
200,7,221.0,W,L,Preparation,"Nov 8, 2025",5
200,8,288.0,W,L,Preparation,"Dec 6, 2025",6
200,9,188.0,W,W,Win,"Jan 3, 2026",7
201,3,193.0,L,W,Battle,"Jul 19, 2025",1
201,4,178.0,W,W,Win,"Aug 16, 2025",2
201,5,171.0,W,W,Win,"Sep 13, 2025",3
201,6,199.0,L,L,Loss,"Oct 11, 2025",4
201,7,197.0,W,L,Preparation,"Nov 8, 2025",5
201,8,202.0,L,W,Battle,"Dec 6, 2025",6
201,9,231.0,L,L,Loss,"Jan 3, 2026",7
202,3,188.0,W,W,Win,"Jul 19, 2025",1
202,4,207.0,L,W,Battle,"Aug 16, 2025",2
202,5,189.0,W,W,Win,"Sep 13, 2025",3
202,6,212.0,W,L,Preparation,"Oct 11, 2025",4
202,7,179.0,W,W,Win,"Nov 8, 2025",5
202,8,201.0,W,L,Preparation,"Dec 6, 2025",6
202,9,225.0,W,L,Preparation,"Jan 3, 2026",7
203,3,195.0,W,W,Win,"Jul 19, 2025",1
203,4,176.0,W,W,Win,"Aug 16, 2025",2
203,5,177.0,W,L,Preparation,"Sep 13, 2025",3
203,6,224.0,W,W,Win,"Oct 11, 2025",4
203,7,190.0,W,L,Preparation,"Nov 8, 2025",5
203,8,263.0,W,W,Win,"Dec 6, 2025",6
203,9,195.0,W,W,Win,"Jan 3, 2026",7
204,3,146.0,L,L,Loss,"Jul 19, 2025",1
204,4,220.0,L,L,Loss,"Aug 16, 2025",2
204,5,181.0,L,L,Loss,"Sep 13, 2025",3
204,6,230.0,L,W,Battle,"Oct 11, 2025",4
204,7,211.0,L,L,Loss,"Nov 8, 2025",5
204,8,181.0,L,W,Battle,"Dec 6, 2025",6
204,9,215.0,W,W,Win,"Jan 3, 2026",7
205,3,151.0,L,W,Battle,"Jul 19, 2025",1
205,4,186.0,L,W,Battle,"Aug 16, 2025",2
205,5,195.0,L,W,Battle,"Sep 13, 2025",3
205,6,219.0,L,L,Loss,"Oct 11, 2025",4
205,7,191.0,W,L,Preparation,"Nov 8, 2025",5
205,8,271.0,L,L,Loss,"Dec 6, 2025",6
205,9,178.0,W,W,Win,"Jan 3, 2026",7
206,4,185.0,W,L,Preparation,"Aug 16, 2025",1
206,5,209.0,L,L,Loss,"Sep 13, 2025",2
206,6,217.0,L,L,Loss,"Oct 11, 2025",3
206,7,230.0,L,L,Loss,"Nov 8, 2025",4
206,8,238.0,L,W,Battle,"Dec 6, 2025",5
206,9,207.0,L,L,Loss,"Jan 3, 2026",6
207,4,202.0,W,L,Preparation,"Aug 16, 2025",1
207,5,223.0,L,L,Loss,"Sep 13, 2025",2
207,6,228.0,L,L,Loss,"Oct 11, 2025",3
207,7,217.0,L,W,Battle,"Nov 8, 2025",4
207,8,194.0,L,L,Loss,"Dec 6, 2025",5
207,9,206.0,W,W,Win,"Jan 3, 2026",6
208,4,196.0,L,L,Loss,"Aug 16, 2025",1
208,5,239.0,W,W,Win,"Sep 13, 2025",2
208,6,193.0,W,W,Win,"Oct 11, 2025",3
208,7,219.0,L,L,Loss,"Nov 8, 2025",4
208,8,218.0,W,W,Win,"Dec 6, 2025",5
208,9,192.0,W,W,Win,"Jan 3, 2026",6
209,4,231.0,L,L,Loss,"Aug 16, 2025",1
209,5,206.0,W,W,Win,"Sep 13, 2025",2
209,6,227.0,L,L,Loss,"Oct 11, 2025",3
209,7,213.0,L,L,Loss,"Nov 8, 2025",4
209,8,247.0,L,L,Loss,"Dec 6, 2025",5
209,9,185.0,L,L,Loss,"Jan 3, 2026",6
210,4,241.0,W,W,Win,"Aug 16, 2025",1
210,5,236.0,W,W,Win,"Sep 13, 2025",2
210,6,229.0,W,W,Win,"Oct 11, 2025",3
210,7,226.0,W,L,Preparation,"Nov 8, 2025",4
210,8,301.0,W,W,Win,"Dec 6, 2025",5
210,9,219.0,L,W,Battle,"Jan 3, 2026",6
211,4,190.0,W,L,Preparation,"Aug 16, 2025",1
211,5,222.0,L,L,Loss,"Sep 13, 2025",2
211,6,198.0,W,L,Preparation,"Oct 11, 2025",3
211,7,204.0,W,W,Win,"Nov 8, 2025",4
211,8,229.0,W,W,Win,"Dec 6, 2025",5
211,9,199.0,L,L,Loss,"Jan 3, 2026",6
212,4,226.0,L,L,Loss,"Aug 16, 2025",1
212,5,214.0,L,W,Battle,"Sep 13, 2025",2
212,6,202.0,L,W,Battle,"Oct 11, 2025",3
212,7,199.0,L,L,Loss,"Nov 8, 2025",4
212,8,257.0,L,L,Loss,"Dec 6, 2025",5
212,9,232.0,L,L,Loss,"Jan 3, 2026",6
213,4,191.0,W,L,Preparation,"Aug 16, 2025",1
213,5,232.0,L,W,Battle,"Sep 13, 2025",2
213,6,188.0,L,L,Loss,"Oct 11, 2025",3
213,7,209.0,W,W,Win,"Nov 8, 2025",4
213,8,235.0,L,W,Battle,"Dec 6, 2025",5
213,9,189.0,W,W,Win,"Jan 3, 2026",6
214,4,197.0,W,L,Preparation,"Aug 16, 2025",1
214,5,212.0,W,L,Preparation,"Sep 13, 2025",2
214,6,192.0,W,W,Win,"Oct 11, 2025",3
214,7,193.0,L,W,Battle,"Nov 8, 2025",4
214,8,188.0,L,L,Loss,"Dec 6, 2025",5
214,9,177.0,W,W,Win,"Jan 3, 2026",6
215,4,236.0,L,W,Battle,"Aug 16, 2025",1
215,5,221.0,L,W,Battle,"Sep 13, 2025",2
215,6,226.0,L,L,Loss,"Oct 11, 2025",3
215,7,192.0,W,L,Preparation,"Nov 8, 2025",4
215,8,221.0,L,W,Battle,"Dec 6, 2025",5
215,9,204.0,L,L,Loss,"Jan 3, 2026",6
216,4,251.0,W,W,Win,"Aug 16, 2025",1
216,5,242.0,L,L,Loss,"Sep 13, 2025",2
216,6,194.0,L,L,Loss,"Oct 11, 2025",3
216,7,224.0,W,L,Preparation,"Nov 8, 2025",4
216,8,248.0,L,L,Loss,"Dec 6, 2025",5
216,9,186.0,L,L,Loss,"Jan 3, 2026",6
217,4,273.0,L,L,Loss,"Aug 16, 2025",1
217,5,251.0,W,L,Preparation,"Sep 13, 2025",2
217,6,206.0,W,W,Win,"Oct 11, 2025",3
217,7,207.0,W,L,Preparation,"Nov 8, 2025",4
217,8,187.0,L,L,Loss,"Dec 6, 2025",5
217,9,183.0,W,W,Win,"Jan 3, 2026",6
218,4,188.0,W,L,Preparation,"Aug 16, 2025",1
218,5,230.0,W,W,Win,"Sep 13, 2025",2
218,6,195.0,W,L,Preparation,"Oct 11, 2025",3
218,7,223.0,L,W,Battle,"Nov 8, 2025",4
218,8,208.0,L,L,Loss,"Dec 6, 2025",5
218,9,221.0,L,L,Loss,"Jan 3, 2026",6
219,4,250.0,L,W,Battle,"Aug 16, 2025",1
219,5,235.0,W,W,Win,"Sep 13, 2025",2
219,6,205.0,W,W,Win,"Oct 11, 2025",3
219,7,208.0,W,W,Win,"Nov 8, 2025",4
219,8,199.0,L,W,Battle,"Dec 6, 2025",5
219,9,210.0,W,L,Preparation,"Jan 3, 2026",6
220,4,204.0,W,W,Win,"Aug 16, 2025",1
220,5,231.0,L,L,Loss,"Sep 13, 2025",2
220,6,196.0,W,W,Win,"Oct 11, 2025",3
220,7,234.0,L,L,Loss,"Nov 8, 2025",4
220,8,261.0,L,L,Loss,"Dec 6, 2025",5
220,9,233.0,W,L,Preparation,"Jan 3, 2026",6
221,4,189.0,W,W,Win,"Aug 16, 2025",1
221,5,215.0,W,L,Preparation,"Sep 13, 2025",2
221,6,234.0,L,L,Loss,"Oct 11, 2025",3
221,7,200.0,L,W,Battle,"Nov 8, 2025",4
221,8,215.0,W,L,Preparation,"Dec 6, 2025",5
221,9,218.0,W,W,Win,"Jan 3, 2026",6
222,4,244.0,L,L,Loss,"Aug 16, 2025",1
222,5,211.0,W,W,Win,"Sep 13, 2025",2
222,6,223.0,L,W,Battle,"Oct 11, 2025",3
222,7,227.0,W,W,Win,"Nov 8, 2025",4
222,8,286.0,W,L,Preparation,"Dec 6, 2025",5
222,9,229.0,W,W,Win,"Jan 3, 2026",6
223,4,276.0,L,L,Loss,"Aug 16, 2025",1
223,5,207.0,W,W,Win,"Sep 13, 2025",2
223,6,222.0,W,L,Preparation,"Oct 11, 2025",3
223,7,218.0,W,L,Preparation,"Nov 8, 2025",4
223,8,270.0,L,W,Battle,"Dec 6, 2025",5
223,9,184.0,W,W,Win,"Jan 3, 2026",6
224,4,266.0,L,W,Battle,"Aug 16, 2025",1
224,5,227.0,L,L,Loss,"Sep 13, 2025",2
224,6,203.0,L,L,Loss,"Oct 11, 2025",3
224,7,216.0,L,W,Battle,"Nov 8, 2025",4
224,8,266.0,L,W,Battle,"Dec 6, 2025",5
224,9,193.0,L,W,Battle,"Jan 3, 2026",6
225,4,248.0,W,W,Win,"Aug 16, 2025",1
225,5,234.0,L,W,Battle,"Sep 13, 2025",2
225,6,197.0,W,L,Preparation,"Oct 11, 2025",3
225,7,233.0,W,L,Preparation,"Nov 8, 2025",4
225,8,179.0,W,W,Win,"Dec 6, 2025",5
225,9,202.0,L,W,Battle,"Jan 3, 2026",6
226,4,212.0,W,W,Win,"Aug 16, 2025",1
226,5,240.0,L,L,Loss,"Sep 13, 2025",2
226,6,215.0,W,W,Win,"Oct 11, 2025",3
226,7,210.0,L,W,Battle,"Nov 8, 2025",4
226,8,267.0,L,L,Loss,"Dec 6, 2025",5
226,9,234.0,L,L,Loss,"Jan 3, 2026",6
227,4,232.0,L,L,Loss,"Aug 16, 2025",1
227,5,224.0,W,W,Win,"Sep 13, 2025",2
227,6,209.0,W,W,Win,"Oct 11, 2025",3
227,7,222.0,L,L,Loss,"Nov 8, 2025",4
227,8,284.0,L,L,Loss,"Dec 6, 2025",5
227,9,230.0,L,L,Loss,"Jan 3, 2026",6
228,4,247.0,L,W,Battle,"Aug 16, 2025",1
228,5,254.0,W,L,Preparation,"Sep 13, 2025",2
228,6,207.0,W,W,Win,"Oct 11, 2025",3
228,7,194.0,W,W,Win,"Nov 8, 2025",4
228,8,294.0,L,L,Loss,"Dec 6, 2025",5
228,9,176.0,W,L,Preparation,"Jan 3, 2026",6
229,4,258.0,W,W,Win,"Aug 16, 2025",1
229,5,268.0,L,L,Loss,"Sep 13, 2025",2
229,6,210.0,L,L,Loss,"Oct 11, 2025",3
229,7,235.0,L,W,Battle,"Nov 8, 2025",4
229,8,211.0,L,L,Loss,"Dec 6, 2025",5
229,9,222.0,L,L,Loss,"Jan 3, 2026",6
230,4,270.0,L,L,Loss,"Aug 16, 2025",1
230,5,218.0,L,L,Loss,"Sep 13, 2025",2
230,6,204.0,W,L,Preparation,"Oct 11, 2025",3
230,7,206.0,W,W,Win,"Nov 8, 2025",4
230,8,287.0,W,W,Win,"Dec 6, 2025",5
230,9,227.0,W,W,Win,"Jan 3, 2026",6
231,4,209.0,W,W,Win,"Aug 16, 2025",1
231,5,220.0,W,W,Win,"Sep 13, 2025",2
231,6,182.0,W,W,Win,"Oct 11, 2025",3
231,7,232.0,W,W,Win,"Nov 8, 2025",4
231,8,197.0,W,W,Win,"Dec 6, 2025",5
231,9,201.0,W,W,Win,"Jan 3, 2026",6
232,4,227.0,W,W,Win,"Aug 16, 2025",1
232,5,213.0,W,L,Preparation,"Sep 13, 2025",2
232,6,190.0,W,W,Win,"Oct 11, 2025",3
232,7,231.0,L,L,Loss,"Nov 8, 2025",4
232,8,237.0,W,L,Preparation,"Dec 6, 2025",5
232,9,212.0,W,W,Win,"Jan 3, 2026",6
233,4,195.0,W,L,Preparation,"Aug 16, 2025",1
233,5,261.0,L,L,Loss,"Sep 13, 2025",2
233,6,183.0,L,W,Battle,"Oct 11, 2025",3
233,7,225.0,L,W,Battle,"Nov 8, 2025",4
233,8,189.0,L,L,Loss,"Dec 6, 2025",5
233,9,220.0,L,W,Battle,"Jan 3, 2026",6
234,4,187.0,W,W,Win,"Aug 16, 2025",1
234,5,225.0,W,L,Preparation,"Sep 13, 2025",2
234,6,221.0,W,W,Win,"Oct 11, 2025",3
234,7,220.0,W,W,Win,"Nov 8, 2025",4
234,8,243.0,W,W,Win,"Dec 6, 2025",5
234,9,226.0,W,W,Win,"Jan 3, 2026",6
235,4,262.0,W,W,Win,"Aug 16, 2025",1
235,5,219.0,L,L,Loss,"Sep 13, 2025",2
235,6,177.0,W,W,Win,"Oct 11, 2025",3
235,7,229.0,W,L,Preparation,"Nov 8, 2025",4
235,8,213.0,W,L,Preparation,"Dec 6, 2025",5
235,9,180.0,W,W,Win,"Jan 3, 2026",6
236,4,215.0,W,L,Preparation,"Aug 16, 2025",1
236,5,210.0,L,L,Loss,"Sep 13, 2025",2
236,6,276.0,L,W,Battle,"Oct 11, 2025",3
236,7,244.0,W,W,Win,"Nov 8, 2025",4
236,8,196.0,L,W,Battle,"Dec 6, 2025",5
236,9,239.0,L,L,Loss,"Jan 3, 2026",6
237,4,249.0,L,W,Battle,"Aug 16, 2025",1
237,5,243.0,L,L,Loss,"Sep 13, 2025",2
237,6,282.0,W,L,Preparation,"Oct 11, 2025",3
237,7,264.0,L,L,Loss,"Nov 8, 2025",4
237,8,232.0,L,W,Battle,"Dec 6, 2025",5
237,9,274.0,L,W,Battle,"Jan 3, 2026",6
238,4,260.0,L,L,Loss,"Aug 16, 2025",1
238,5,245.0,L,L,Loss,"Sep 13, 2025",2
238,6,292.0,W,W,Win,"Oct 11, 2025",3
238,7,260.0,W,L,Preparation,"Nov 8, 2025",4
238,8,206.0,W,L,Preparation,"Dec 6, 2025",5
238,9,241.0,L,W,Battle,"Jan 3, 2026",6
239,4,278.0,L,W,Battle,"Aug 16, 2025",1
239,5,208.0,L,L,Loss,"Sep 13, 2025",2
239,6,248.0,W,W,Win,"Oct 11, 2025",3
239,7,242.0,L,W,Battle,"Nov 8, 2025",4
239,8,195.0,W,W,Win,"Dec 6, 2025",5
239,9,236.0,W,W,Win,"Jan 3, 2026",6
240,4,199.0,L,L,Loss,"Aug 16, 2025",1
