kingdom_number,total_kvks,prep_wins,prep_losses,prep_win_rate,prep_win_streak,battle_wins,battle_losses,battle_win_rate,battle_win_streak,dominations,defeats,most_recent_status,overall_score
366,5,4,1,0.8,3,3,2,0.6,2,3,1,Unannounced,7.49
367,5,3,2,0.6,2,2,3,0.4,2,2,2,Unannounced,4.18
368,5,1,4,0.2,2,1,4,0.2,2,1,4,Unannounced,-0.16
369,5,2,3,0.4,1,1,4,0.2,3,1,3,Unannounced,0.34
370,5,1,4,0.2,3,3,2,0.6,2,1,2,Unannounced,2.9
371,5,3,2,0.6,2,2,3,0.4,3,2,2,Unannounced,4.18
372,5,2,3,0.4,1,3,2,0.6,2,2,2,Unannounced,3.14
373,5,2,3,0.4,2,2,3,0.4,2,1,2,Unannounced,2.72
374,5,1,4,0.2,2,4,1,0.8,3,1,1,Unannounced,5.68
375,5,4,1,0.8,4,2,3,0.4,1,2,1,Unannounced,5.31
376,5,2,3,0.4,2,1,4,0.2,2,1,3,Unannounced,1.79
377,5,2,3,0.4,3,3,2,0.6,2,2,2,Unannounced,2.81
378,5,0,5,0.0,5,1,4,0.2,3,0,4,Unannounced,-0.55
379,5,4,1,0.8,2,2,3,0.4,2,1,0,Unannounced,4.44
380,5,5,0,1.0,5,3,2,0.6,1,3,0,Unannounced,8.0
381,5,0,5,0.0,5,1,4,0.2,2,0,4,Unannounced,-0.88
382,5,0,5,0.0,5,1,4,0.2,2,0,4,Unannounced,-0.88
383,5,2,3,0.4,2,3,2,0.6,2,2,2,Unannounced,4.81
384,5,3,2,0.6,3,2,3,0.4,2,1,1,Unannounced,2.53
385,5,2,3,0.4,1,1,4,0.2,3,1,3,Unannounced,0.34
386,5,3,2,0.6,2,2,3,0.4,3,1,1,Unannounced,3.2
387,5,0,5,0.0,5,2,3,0.4,2,0,3,Unannounced,1.45
388,5,1,4,0.2,2,1,4,0.2,3,0,3,Unannounced,-0.42
389,5,2,3,0.4,2,3,2,0.6,2,1,1,Unannounced,3.71
390,5,3,2,0.6,1,3,2,0.6,1,3,2,Unannounced,5.59
391,5,3,2,0.6,3,2,3,0.4,2,2,2,Unannounced,3.74
392,5,2,3,0.4,3,2,3,0.4,3,2,3,Unannounced,0.31
393,5,5,0,1.0,5,2,3,0.4,2,2,0,Unannounced,5.82
394,5,4,1,0.8,2,4,1,0.8,2,4,1,Unannounced,8.46
395,5,3,2,0.6,3,3,2,0.6,3,1,0,Unannounced,5.31
396,5,3,2,0.6,3,2,3,0.4,3,1,1,Unannounced,4.75
397,5,5,0,1.0,5,4,1,0.8,3,4,0,Unannounced,9.63
398,5,2,3,0.4,2,2,3,0.4,2,2,3,Unannounced,1.42
399,5,2,3,0.4,3,2,3,0.4,3,2,3,Unannounced,4.2
400,5,1,4,0.2,4,4,1,0.8,2,1,1,Unannounced,4.56
401,5,5,0,1.0,5,4,1,0.8,3,4,0,Unannounced,10.3
402,5,4,1,0.8,3,3,2,0.6,2,3,1,Unannounced,5.83
403,5,5,0,1.0,5,3,2,0.6,2,3,0,Unannounced,7.34
404,5,1,4,0.2,4,2,3,0.4,2,1,3,Unannounced,0.4
405,5,0,5,0.0,5,1,4,0.2,2,0,4,Unannounced,-0.88
406,5,2,3,0.4,2,2,3,0.4,2,2,3,Unannounced,2.53
407,5,4,1,0.8,4,4,1,0.8,3,3,0,Unannounced,8.28
408,5,1,4,0.2,4,1,4,0.2,3,0,3,Unannounced,-1.09
409,5,2,3,0.4,2,3,2,0.6,2,1,1,Unannounced,3.71
410,5,2,3,0.4,2,2,3,0.4,2,1,2,Unannounced,2.61
411,5,1,4,0.2,4,1,4,0.2,3,0,3,Unannounced,-1.09
412,5,5,0,1.0,5,3,2,0.6,2,3,0,Unannounced,7.78
413,5,0,5,0.0,5,1,4,0.2,2,0,4,Unannounced,-0.88
414,5,3,2,0.6,3,3,2,0.6,3,3,2,Unannounced,5.03
415,5,1,4,0.2,3,3,2,0.6,2,1,2,Unannounced,3.9
416,5,3,2,0.6,1,3,2,0.6,2,1,0,Unannounced,5.75
417,5,5,0,1.0,5,4,1,0.8,4,4,0,Unannounced,9.41
418,5,3,2,0.6,2,1,4,0.2,3,1,2,Unannounced,2.99
419,5,3,2,0.6,2,3,2,0.6,2,3,2,Unannounced,5.59
420,5,2,3,0.4,3,3,2,0.6,1,1,1,Unannounced,3.38
421,5,3,2,0.6,3,3,2,0.6,2,2,1,Unannounced,6.62
422,5,2,3,0.4,3,2,3,0.4,2,1,2,Unannounced,2.61
423,5,2,3,0.4,3,1,4,0.2,2,0,2,Unannounced,1.46
424,5,2,3,0.4,2,4,1,0.8,2,1,0,Unannounced,5.61
425,5,4,1,0.8,4,3,2,0.6,3,3,1,Unannounced,5.05
426,5,1,4,0.2,3,1,4,0.2,3,1,4,Unannounced,-1.27
427,5,4,1,0.8,3,3,2,0.6,3,2,0,Unannounced,6.97
428,5,2,3,0.4,3,2,3,0.4,2,1,2,Unannounced,0.95
429,5,4,1,0.8,4,2,3,0.4,2,2,1,Unannounced,5.75
430,5,4,1,0.8,2,4,1,0.8,3,3,0,Unannounced,8.73
431,5,1,4,0.2,3,1,4,0.2,4,0,3,Unannounced,-0.09
432,5,1,4,0.2,3,4,1,0.8,2,1,1,Unannounced,5.23
433,5,0,5,0.0,5,2,3,0.4,3,0,3,Unannounced,0.79
434,5,0,5,0.0,5,2,3,0.4,2,0,3,Unannounced,0.12
435,5,2,3,0.4,2,4,1,0.8,3,2,1,Unannounced,6.92
436,5,2,3,0.4,2,3,2,0.6,3,1,1,Unannounced,3.49
437,5,1,4,0.2,3,2,3,0.4,2,1,3,Unannounced,1.06
438,5,3,2,0.6,1,3,2,0.6,2,1,0,Unannounced,5.75
439,5,3,2,0.6,2,2,3,0.4,2,2,2,Unannounced,3.18
440,5,3,2,0.6,2,1,4,0.2,4,1,2,Unannounced,3.21
441,5,1,4,0.2,4,1,4,0.2,3,0,3,Unannounced,-1.09
442,5,2,3,0.4,3,2,3,0.4,2,1,2,Unannounced,1.61
443,5,4,1,0.8,3,2,3,0.4,2,1,0,Unannounced,4.89
444,5,4,1,0.8,4,3,2,0.6,2,3,1,Unannounced,5.27
445,5,0,5,0.0,5,1,4,0.2,2,0,4,Unannounced,-0.88
446,5,3,2,0.6,2,5,0,1.0,5,3,0,Unannounced,9.73
447,5,5,0,1.0,5,3,2,0.6,2,3,0,Unannounced,7.34
448,5,2,3,0.4,2,3,2,0.6,1,1,1,Unannounced,3.83
449,5,2,3,0.4,3,2,3,0.4,2,0,1,Unannounced,2.34
450,5,3,2,0.6,2,2,3,0.4,2,2,2,Unannounced,3.4
451,5,4,1,0.8,3,3,2,0.6,2,3,1,Unannounced,7.05
452,5,0,5,0.0,5,2,3,0.4,3,0,3,Unannounced,0.79
453,5,2,3,0.4,2,2,3,0.4,2,0,1,Unannounced,3.34
454,5,3,2,0.6,2,1,4,0.2,3,1,2,Unannounced,1.99
455,5,5,0,1.0,5,3,2,0.6,2,3,0,Unannounced,7.78
456,5,2,3,0.4,2,3,2,0.6,2,0,0,Unannounced,4.34
457,5,3,2,0.6,2,3,2,0.6,2,3,2,Unannounced,6.15
458,5,0,5,0.0,5,1,4,0.2,3,0,4,Unannounced,-0.55
459,5,4,1,0.8,3,3,2,0.6,1,3,1,Unannounced,6.27
460,5,5,0,1.0,5,4,1,0.8,3,4,0,Unannounced,9.63
461,5,2,3,0.4,2,2,3,0.4,3,0,1,Unannounced,2.34
462,5,2,3,0.4,2,1,4,0.2,2,1,3,Unannounced,1.79
463,5,2,3,0.4,2,3,2,0.6,2,1,1,Unannounced,3.38
464,5,3,2,0.6,2,2,3,0.4,2,2,2,Unannounced,3.07
465,5,4,1,0.8,4,1,4,0.2,3,1,1,Unannounced,3.67
466,5,5,0,1.0,5,3,2,0.6,2,3,0,Unannounced,7.34
467,5,4,1,0.8,2,3,2,0.6,2,2,0,Unannounced,6.31
468,5,3,2,0.6,3,2,3,0.4,2,1,1,Unannounced,4.31
469,5,0,5,0.0,5,2,3,0.4,2,0,3,Unannounced,1.12
470,5,3,2,0.6,3,2,3,0.4,2,2,2,Unannounced,5.29
471,5,1,4,0.2,2,3,2,0.6,2,0,1,Unannounced,2.62
472,5,2,3,0.4,3,2,3,0.4,3,2,3,Unannounced,4.2
473,5,1,4,0.2,3,3,2,0.6,2,1,2,Unannounced,1.9
474,5,4,1,0.8,2,3,2,0.6,2,2,0,Unannounced,6.53
475,5,4,1,0.8,4,2,3,0.4,2,2,1,Unannounced,5.53
476,5,2,3,0.4,3,1,4,0.2,4,1,3,Unannounced,-0.66
477,5,2,3,0.4,2,2,3,0.4,2,1,2,Unannounced,3.17
478,5,4,1,0.8,4,3,2,0.6,2,2,0,Unannounced,6.53
479,5,5,0,1.0,5,4,1,0.8,4,4,0,Unannounced,9.41
480,5,0,5,0.0,5,1,4,0.2,4,0,4,Unannounced,-0.22
481,5,2,3,0.4,2,4,1,0.8,3,1,0,Unannounced,6.06
482,5,3,2,0.6,2,4,1,0.8,3,3,1,Unannounced,7.7
483,5,3,2,0.6,1,2,3,0.4,3,1,1,Unannounced,4.75
484,5,3,2,0.6,3,3,2,0.6,3,3,2,Unannounced,5.03
485,5,0,5,0.0,5,3,2,0.6,2,0,2,Unannounced,2.29
486,5,3,2,0.6,2,2,3,0.4,2,1,1,Unannounced,2.53
487,5,4,1,0.8,4,5,0,1.0,5,4,0,Unannounced,10.26
488,5,2,3,0.4,2,4,1,0.8,4,2,1,Unannounced,5.14
489,5,0,5,0.0,5,3,2,0.6,1,0,2,Unannounced,2.62
490,5,3,2,0.6,3,1,4,0.2,3,1,2,Unannounced,3.66
491,5,4,1,0.8,2,3,2,0.6,3,2,0,Unannounced,6.31
492,5,1,4,0.2,3,2,3,0.4,1,1,3,Unannounced,0.73
493,5,1,4,0.2,4,1,4,0.2,4,0,3,Unannounced,0.25
494,5,2,3,0.4,3,3,2,0.6,2,1,1,Unannounced,3.38
495,5,3,2,0.6,2,2,3,0.4,1,2,2,Unannounced,2.63
496,5,3,2,0.6,3,2,3,0.4,2,1,1,Unannounced,3.86
497,5,3,2,0.6,2,3,2,0.6,2,1,0,Unannounced,5.53
498,5,4,1,0.8,3,3,2,0.6,2,3,1,Unannounced,7.05
499,5,0,5,0.0,5,2,3,0.4,2,0,3,Unannounced,1.12
500,5,3,2,0.6,2,3,2,0.6,2,2,1,Unannounced,5.95
501,5,2,3,0.4,3,1,4,0.2,4,1,3,Unannounced,1.56
502,5,3,2,0.6,1,3,2,0.6,3,2,1,Unannounced,6.39
503,5,4,1,0.8,2,4,1,0.8,2,4,1,Unannounced,8.46
504,5,3,2,0.6,2,3,2,0.6,2,2,1,Unannounced,5.06
505,5,3,2,0.6,3,4,1,0.8,3,2,0,Unannounced,6.74
506,5,1,4,0.2,3,2,3,0.4,2,1,3,Unannounced,1.4
507,5,2,3,0.4,2,3,2,0.6,2,2,2,Unannounced,3.81
508,5,0,5,0.0,5,1,4,0.2,4,0,4,Unannounced,-0.22
509,5,2,3,0.4,2,3,2,0.6,2,1,1,Unannounced,4.27
510,5,4,1,0.8,4,2,3,0.4,2,2,1,Unannounced,4.42
511,5,3,2,0.6,2,3,2,0.6,2,3,2,Unannounced,6.15
512,5,3,2,0.6,2,2,3,0.4,2,1,1,Unannounced,3.75
513,5,2,3,0.4,3,4,1,0.8,3,2,1,Unannounced,5.7
514,5,4,1,0.8,4,2,3,0.4,3,1,0,Unannounced,5.11
515,5,2,3,0.4,1,2,3,0.4,2,1,2,Unannounced,1.95
516,5,4,1,0.8,4,2,3,0.4,1,2,1,Unannounced,3.97
517,5,2,3,0.4,2,2,3,0.4,2,1,2,Unannounced,3.17
518,5,0,5,0.0,5,3,2,0.6,1,0,2,Unannounced,2.62
519,5,1,4,0.2,4,4,1,0.8,2,1,1,Unannounced,4.56
520,5,0,5,0.0,5,1,4,0.2,3,0,4,Unannounced,-1.55
521,5,2,3,0.4,2,1,4,0.2,3,1,3,Unannounced,1.68
522,5,3,2,0.6,2,2,3,0.4,2,1,1,Unannounced,3.2
523,5,3,2,0.6,2,2,3,0.4,2,2,2,Unannounced,2.63
524,5,3,2,0.6,2,3,2,0.6,2,3,2,Unannounced,6.15
525,5,4,1,0.8,4,2,3,0.4,2,2,1,Unannounced,5.53
526,5,1,4,0.2,2,4,1,0.8,4,1,1,Unannounced,4.34
527,5,3,2,0.6,2,3,2,0.6,1,2,1,Unannounced,4.95
528,5,2,3,0.4,3,4,1,0.8,3,2,1,Unannounced,6.7
529,5,1,4,0.2,3,3,2,0.6,2,1,2,Unannounced,3.23
530,5,4,1,0.8,4,4,1,0.8,4,4,1,Unannounced,9.57
531,5,1,4,0.2,3,2,3,0.4,3,1,3,Unannounced,2.73
532,5,2,3,0.4,2,1,4,0.2,2,1,3,Unannounced,0.45
533,5,3,2,0.6,2,3,2,0.6,2,3,2,Unannounced,3.92
534,5,4,1,0.8,4,3,2,0.6,2,3,1,Unannounced,7.27
535,5,4,1,0.8,4,5,0,1.0,5,4,0,Unannounced,10.26
536,5,3,2,0.6,3,3,2,0.6,3,3,2,Unannounced,5.03
537,5,0,5,0.0,5,2,3,0.4,1,0,3,Unannounced,0.45
538,5,3,2,0.6,3,3,2,0.6,2,2,1,Unannounced,4.39
539,5,1,4,0.2,3,2,3,0.4,2,1,3,Unannounced,0.4
540,5,3,2,0.6,2,3,2,0.6,1,2,1,Unannounced,5.51
541,5,4,1,0.8,3,4,1,0.8,3,3,0,Unannounced,8.5
542,5,4,1,0.8,3,3,2,0.6,2,3,1,Unannounced,5.83
543,5,2,3,0.4,2,3,2,0.6,1,2,2,Unannounced,3.92
544,5,2,3,0.4,2,1,4,0.2,3,0,2,Unannounced,1.46
545,5,3,2,0.6,3,2,3,0.4,2,2,2,Unannounced,2.07
546,4,1,3,0.25,2,1,3,0.25,2,1,3,Unannounced,0.15
547,4,3,1,0.75,3,2,2,0.5,2,2,1,Unannounced,3.89
548,4,1,3,0.25,3,2,2,0.5,1,1,2,Unannounced,1.26
549,4,2,2,0.5,2,1,3,0.25,2,0,1,Unannounced,2.17
550,4,3,1,0.75,2,3,1,0.75,2,2,0,Unannounced,7.0
551,4,3,1,0.75,2,3,1,0.75,3,2,0,Unannounced,7.44
552,4,2,2,0.5,2,3,1,0.75,3,1,0,Unannounced,6.1
553,4,1,3,0.25,2,1,3,0.25,3,0,2,Unannounced,-0.12
554,4,1,3,0.25,3,2,2,0.5,2,1,2,Unannounced,3.48
555,4,0,4,0.0,4,2,2,0.5,2,0,2,Unannounced,1.25
556,4,2,2,0.5,1,2,2,0.5,1,2,2,Unannounced,4.34
557,4,2,2,0.5,2,1,3,0.25,3,1,2,Unannounced,2.98
558,4,3,1,0.75,3,2,2,0.5,2,1,0,Unannounced,4.96
559,4,0,4,0.0,4,2,2,0.5,2,0,2,Unannounced,1.25
560,4,3,1,0.75,2,3,1,0.75,2,3,1,Unannounced,7.4
561,4,3,1,0.75,2,3,1,0.75,2,3,1,Unannounced,6.85
562,4,3,1,0.75,2,2,2,0.5,1,2,1,Unannounced,4.78
563,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,3.78
564,4,3,1,0.75,3,1,3,0.25,2,1,1,Unannounced,4.2
565,4,0,4,0.0,4,1,3,0.25,2,0,3,Unannounced,-0.31
566,4,3,1,0.75,3,3,1,0.75,2,2,0,Unannounced,7.66
567,4,1,3,0.25,2,1,3,0.25,3,0,2,Unannounced,1.55
568,4,2,2,0.5,2,1,3,0.25,2,0,1,Unannounced,1.84
569,4,3,1,0.75,2,2,2,0.5,1,2,1,Unannounced,5.11
570,4,4,0,1.0,4,3,1,0.75,3,3,0,Unannounced,9.35
571,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,2.12
572,4,3,1,0.75,2,3,1,0.75,2,3,1,Unannounced,7.4
573,4,2,2,0.5,2,1,3,0.25,3,1,2,Unannounced,0.43
574,4,0,4,0.0,4,1,3,0.25,2,0,3,Unannounced,-0.64
575,4,2,2,0.5,1,0,4,0.0,4,0,2,Unannounced,1.18
576,4,4,0,1.0,4,3,1,0.75,3,3,0,Unannounced,8.46
577,4,0,4,0.0,4,1,3,0.25,3,0,3,Unannounced,0.03
578,4,1,3,0.25,3,1,3,0.25,2,0,2,Unannounced,1.55
579,4,2,2,0.5,1,3,1,0.75,3,2,1,Unannounced,4.8
580,4,4,0,1.0,4,2,2,0.5,2,2,0,Unannounced,6.5
581,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,3.23
582,4,4,0,1.0,4,2,2,0.5,1,2,0,Unannounced,6.28
583,4,2,2,0.5,2,3,1,0.75,3,2,1,Unannounced,7.03
584,4,2,2,0.5,1,2,2,0.5,2,1,1,Unannounced,3.33
585,4,2,2,0.5,1,2,2,0.5,2,1,1,Unannounced,2.55
586,4,3,1,0.75,3,1,3,0.25,2,1,1,Unannounced,3.98
587,4,3,1,0.75,3,2,2,0.5,1,2,1,Unannounced,6.11
588,4,2,2,0.5,2,1,3,0.25,2,1,2,Unannounced,0.87
589,4,3,1,0.75,3,2,2,0.5,1,2,1,Unannounced,4.11
590,3,1,2,0.333,1,1,2,0.333,1,1,2,Unannounced,1.18
591,4,0,4,0.0,4,2,2,0.5,2,0,2,Unannounced,0.58
592,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,2.12
593,4,2,2,0.5,2,3,1,0.75,2,2,1,Unannounced,5.36
594,4,2,2,0.5,2,1,3,0.25,3,0,1,Unannounced,2.17
595,4,1,3,0.25,2,0,4,0.0,4,0,3,Unannounced,-0.54
596,4,1,3,0.25,3,1,3,0.25,3,1,3,Unannounced,1.26
597,4,1,3,0.25,2,2,2,0.5,1,1,2,Unannounced,2.7
598,4,3,1,0.75,2,1,3,0.25,2,1,1,Unannounced,3.53
599,4,1,3,0.25,2,1,3,0.25,3,0,2,Unannounced,1.21
600,4,2,2,0.5,2,3,1,0.75,3,1,0,Unannounced,5.21
601,4,0,4,0.0,4,2,2,0.5,2,0,2,Unannounced,0.58
602,4,3,1,0.75,2,2,2,0.5,1,2,1,Unannounced,4.78
603,4,1,3,0.25,2,1,3,0.25,2,1,3,Unannounced,0.71
604,4,1,3,0.25,3,2,2,0.5,2,1,2,Unannounced,1.59
605,4,3,1,0.75,3,2,2,0.5,1,2,1,Unannounced,4.11
606,4,3,1,0.75,2,4,0,1.0,4,3,0,Unannounced,9.87
607,4,1,3,0.25,3,2,2,0.5,2,1,2,Unannounced,1.59
608,4,3,1,0.75,3,2,2,0.5,2,2,1,Unannounced,3.89
609,4,3,1,0.75,3,1,3,0.25,2,1,1,Unannounced,3.98
610,4,1,3,0.25,2,2,2,0.5,1,1,2,Unannounced,2.7
611,4,3,1,0.75,3,1,3,0.25,2,1,1,Unannounced,2.86
612,4,1,3,0.25,2,1,3,0.25,2,1,3,Unannounced,0.71
613,4,3,1,0.75,2,3,1,0.75,2,3,1,Unannounced,6.85
614,4,2,2,0.5,2,3,1,0.75,2,2,1,Unannounced,6.36
615,4,1,3,0.25,3,1,3,0.25,3,1,3,Unannounced,1.26
616,3,0,3,0.0,3,0,3,0.0,3,0,3,Unannounced,-2.05
617,4,2,2,0.5,2,2,2,0.5,1,1,1,Unannounced,3.33
618,4,3,1,0.75,2,2,2,0.5,2,2,1,Unannounced,4.67
619,4,1,3,0.25,3,1,3,0.25,2,0,2,Unannounced,1.55
620,4,3,1,0.75,3,1,3,0.25,2,1,1,Unannounced,3.98
621,4,3,1,0.75,2,2,2,0.5,2,2,1,Unannounced,4.22
622,4,0,4,0.0,4,1,3,0.25,2,0,3,Unannounced,-0.64
623,4,4,0,1.0,4,4,0,1.0,4,4,0,Unannounced,11.75
624,4,0,4,0.0,4,3,1,0.75,2,0,1,Unannounced,3.71
625,4,3,1,0.75,2,3,1,0.75,2,3,1,Unannounced,6.85
626,4,4,0,1.0,4,2,2,0.5,1,2,0,Unannounced,6.28
627,4,0,4,0.0,4,2,2,0.5,2,0,2,Unannounced,0.58
628,4,4,0,1.0,4,1,3,0.25,2,1,0,Unannounced,5.04
629,4,3,1,0.75,3,3,1,0.75,3,3,1,Unannounced,8.51
630,4,4,0,1.0,4,2,2,0.5,1,2,0,Unannounced,6.95
631,4,2,2,0.5,2,3,1,0.75,2,2,1,Unannounced,6.36
632,4,2,2,0.5,1,3,1,0.75,2,2,1,Unannounced,5.47
633,4,2,2,0.5,2,3,1,0.75,3,2,1,Unannounced,4.58
634,4,1,3,0.25,2,2,2,0.5,1,1,2,Unannounced,1.93
635,4,0,4,0.0,4,0,4,0.0,4,0,4,Unannounced,-2.19
636,4,0,4,0.0,4,1,3,0.25,2,0,3,Unannounced,-0.64
637,4,1,3,0.25,3,1,3,0.25,2,0,2,Unannounced,0.21
638,4,2,2,0.5,2,2,2,0.5,1,1,1,Unannounced,3.33
639,4,3,1,0.75,3,2,2,0.5,2,2,1,Unannounced,4.55
640,4,2,2,0.5,2,3,1,0.75,3,2,1,Unannounced,4.58
641,4,0,4,0.0,4,1,3,0.25,2,0,3,Unannounced,-0.31
642,4,3,1,0.75,3,3,1,0.75,3,3,1,Unannounced,8.51
643,4,4,0,1.0,4,3,1,0.75,2,3,0,Unannounced,8.68
644,4,0,4,0.0,4,3,1,0.75,2,0,1,Unannounced,3.71
645,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,3.23
646,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,3.23
647,4,3,1,0.75,3,1,3,0.25,3,1,1,Unannounced,4.42
648,4,3,1,0.75,3,3,1,0.75,3,3,1,Unannounced,8.51
649,4,0,4,0.0,4,2,2,0.5,2,0,2,Unannounced,1.58
650,4,0,4,0.0,4,3,1,0.75,2,0,1,Unannounced,3.71
651,4,2,2,0.5,2,1,3,0.25,2,1,2,Unannounced,2.76
652,4,3,1,0.75,3,4,0,1.0,4,3,0,Unannounced,9.42
653,4,1,3,0.25,2,1,3,0.25,2,1,3,Unannounced,0.15
654,4,3,1,0.75,2,1,3,0.25,2,1,1,Unannounced,2.98
655,4,0,4,0.0,4,1,3,0.25,3,0,3,Unannounced,-1.31
656,4,3,1,0.75,2,2,2,0.5,1,1,0,Unannounced,5.41
657,4,1,3,0.25,2,2,2,0.5,2,0,1,Unannounced,3.33
658,4,3,1,0.75,3,3,1,0.75,2,2,0,Unannounced,7.44
659,4,4,0,1.0,4,2,2,0.5,2,2,0,Unannounced,7.17
660,4,0,4,0.0,4,0,4,0.0,4,0,4,Unannounced,-2.19
661,4,2,2,0.5,2,3,1,0.75,2,1,0,Unannounced,6.1
662,4,2,2,0.5,1,3,1,0.75,3,1,0,Unannounced,5.66
663,4,4,0,1.0,4,3,1,0.75,3,3,0,Unannounced,9.35
664,4,1,3,0.25,3,3,1,0.75,2,1,1,Unannounced,4.06
665,4,3,1,0.75,3,3,1,0.75,2,2,0,Unannounced,6.78
666,4,3,1,0.75,3,2,2,0.5,2,2,1,Unannounced,5.89
667,4,3,1,0.75,2,2,2,0.5,2,2,1,Unannounced,5.0
668,4,3,1,0.75,3,2,2,0.5,2,1,0,Unannounced,4.52
669,4,0,4,0.0,4,2,2,0.5,1,0,2,Unannounced,1.91
670,4,3,1,0.75,2,3,1,0.75,2,2,0,Unannounced,7.0
671,4,4,0,1.0,4,1,3,0.25,2,1,0,Unannounced,5.04
672,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,4.9
673,4,4,0,1.0,4,3,1,0.75,3,3,0,Unannounced,8.46
674,4,4,0,1.0,4,2,2,0.5,2,2,0,Unannounced,6.72
675,4,3,1,0.75,3,3,1,0.75,3,3,1,Unannounced,8.51
676,4,1,3,0.25,2,2,2,0.5,1,1,2,Unannounced,1.93
677,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,2.12
678,4,1,3,0.25,3,1,3,0.25,2,0,2,Unannounced,1.55
679,4,1,3,0.25,3,1,3,0.25,2,0,2,Unannounced,-0.12
680,4,0,4,0.0,4,3,1,0.75,2,0,1,Unannounced,3.71
681,4,1,3,0.25,3,3,1,0.75,2,1,1,Unannounced,3.72
682,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,2.12
683,4,2,2,0.5,1,3,1,0.75,3,2,1,Unannounced,4.8
684,4,3,1,0.75,3,1,3,0.25,2,1,1,Unannounced,4.2
685,4,4,0,1.0,4,4,0,1.0,4,4,0,Unannounced,11.75
686,4,2,2,0.5,2,2,2,0.5,2,2,2,Unannounced,2.12
687,4,1,3,0.25,3,2,2,0.5,2,1,2,Unannounced,3.48
688,4,0,4,0.0,4,1,3,0.25,3,0,3,Unannounced,0.03
689,4,1,3,0.25,2,2,2,0.5,2,1,2,Unannounced,3.26
690,4,1,3,0.25,3,3,1,0.75,2,1,1,Unannounced,4.95
691,4,1,3,0.25,2,1,3,0.25,3,0,2,Unannounced,1.55
692,4,2,2,0.5,2,1,3,0.25,3,1,2,Unannounced,1.98
693,4,4,0,1.0,4,3,1,0.75,3,3,0,Unannounced,9.35
694,4,1,3,0.25,2,2,2,0.5,2,0,1,Unannounced,2.33
695,4,4,0,1.0,4,3,1,0.75,2,3,0,Unannounced,8.68
696,4,0,4,0.0,4,0,4,0.0,4,0,4,Unannounced,-2.19
697,4,1,3,0.25,2,1,3,0.25,2,1,3,Unannounced,0.15
698,4,2,2,0.5,1,1,3,0.25,3,1,2,Unannounced,2.65
699,4,1,3,0.25,2,2,2,0.5,2,0,1,Unannounced,2.33
700,4,2,2,0.5,2,2,2,0.5,2,1,1,Unannounced,2.99
701,4,2,2,0.5,2,2,2,0.5,1,1,1,Unannounced,3.22
702,4,1,3,0.25,2,1,3,0.25,2,1,3,Unannounced,0.71
703,4,4,0,1.0,4,2,2,0.5,2,2,0,Unannounced,7.17
704,4,2,2,0.5,2,2,2,0.5,1,1,1,Unannounced,3.88
705,4,2,2,0.5,1,1,3,0.25,2,1,2,Unannounced,2.21
706,4,2,2,0.5,2,3,1,0.75,2,2,1,Unannounced,6.36
707,4,2,2,0.5,2,0,4,0.0,4,0,2,Unannounced,0.52
708,4,2,2,0.5,2,3,1,0.75,2,2,1,Unannounced,4.92
709,4,4,0,1.0,4,4,0,1.0,4,4,0,Unannounced,11.75
710,4,2,2,0.5,2,4,0,1.0,4,2,0,Unannounced,8.38
711,4,3,1,0.75,2,3,1,0.75,2,3,1,Unannounced,6.85
712,4,2,2,0.5,1,2,2,0.5,2,1,1,Unannounced,2.55
713,4,3,1,0.75,2,1,3,0.25,2,1,1,Unannounced,3.53
714,4,0,4,0.0,4,2,2,0.5,2,0,2,Unannounced,0.58
715,4,3,1,0.75,2,1,3,0.25,2,1,1,Unannounced,2.98
716,4,3,1,0.75,2,3,1,0.75,3,2,0,Unannounced,7.44
717,4,1,3,0.25,3,1,3,0.25,3,0,2,Unannounced,0.55
718,3,3,0,1.0,3,2,1,0.667,2,2,0,Unannounced,7.22
719,3,2,1,0.667,2,3,0,1.0,3,2,0,Unannounced,8.76
720,3,1,2,0.333,2,2,1,0.667,1,1,1,Unannounced,3.98
721,3,1,2,0.333,1,2,1,0.667,2,1,1,Unannounced,3.42
722,3,1,2,0.333,2,0,3,0.0,3,0,2,Unannounced,-0.61
723,3,2,1,0.667,1,0,3,0.0,3,0,1,Unannounced,1.6
724,3,0,3,0.0,3,1,2,0.333,2,0,2,Unannounced,0.37
725,3,1,2,0.333,2,2,1,0.667,1,1,1,Unannounced,3.53
726,3,2,1,0.667,2,2,1,0.667,2,2,1,Unannounced,6.03
727,3,2,1,0.667,2,2,1,0.667,2,2,1,Unannounced,4.92
728,3,1,2,0.333,1,1,2,0.333,1,1,2,Unannounced,1.18
729,3,1,2,0.333,2,0,3,0.0,3,0,2,Unannounced,-0.61
730,3,1,2,0.333,2,1,2,0.333,2,1,2,Unannounced,1.73
